time,fsr1,fsr2,fsr3,fsr4,label
0.0,3054,0,0,3992,hard_ground_10
0.0,3052,0,0,3994,hard_ground_10
0.0,3049,0,0,3988,hard_ground_10
0.0,3065,0,0,3991,hard_ground_10
0.0,3093,0,0,3992,hard_ground_10
0.0,3097,0,0,3989,hard_ground_10
0.0,3084,0,0,3990,hard_ground_10
0.0,3082,0,0,3990,hard_ground_10
0.0,3079,0,0,3990,hard_ground_10
0.0,3082,0,0,3991,hard_ground_10
0.0,3083,0,0,3991,hard_ground_10
0.0,3084,0,0,3993,hard_ground_10
0.0,3084,0,0,3992,hard_ground_10
0.0,3087,0,0,3993,hard_ground_10
0.0,3074,0,0,3991,hard_ground_10
0.0,3032,0,0,3992,hard_ground_10
0.0,3038,0,0,3988,hard_ground_10
0.0,3035,0,0,3991,hard_ground_10
0.0,3034,0,0,3993,hard_ground_10
0.0,3038,0,0,3991,hard_ground_10
0.0,3034,0,0,3993,hard_ground_10
0.0,3036,0,0,3990,hard_ground_10
0.0,3032,0,0,3990,hard_ground_10
0.0,3034,0,0,3991,hard_ground_10
0.0,3031,0,0,3988,hard_ground_10
0.0,3036,0,0,3989,hard_ground_10
0.0,3068,0,0,3986,hard_ground_10
0.0,3083,0,0,3991,hard_ground_10
0.0,3085,0,0,3993,hard_ground_10
0.0,3086,0,0,3991,hard_ground_10
0.0,3087,0,0,3991,hard_ground_10
0.006,3093,0,0,3985,hard_ground_10
0.006,3096,0,0,3993,hard_ground_10
0.006,3086,0,0,3991,hard_ground_10
0.006,3092,0,0,3990,hard_ground_10
0.006,3086,0,0,3986,hard_ground_10
0.008,3084,0,0,3990,hard_ground_10
0.008,3081,0,0,3991,hard_ground_10
0.008,3077,0,0,3991,hard_ground_10
0.008,3026,0,0,3992,hard_ground_10
0.008,3025,0,0,3990,hard_ground_10
0.008,3031,0,0,3993,hard_ground_10
0.008,3026,0,0,3988,hard_ground_10
0.008,3044,0,0,3992,hard_ground_10
0.008,3071,0,0,3993,hard_ground_10
0.008,3073,0,0,3991,hard_ground_10
0.008,3074,0,0,3992,hard_ground_10
0.008,3073,0,0,3993,hard_ground_10
0.008,3073,0,0,3993,hard_ground_10
0.008,3077,0,0,3990,hard_ground_10
0.01,3080,0,0,3984,hard_ground_10
0.01,3084,0,0,3988,hard_ground_10
0.01,3089,0,0,3991,hard_ground_10
0.01,3092,0,0,3990,hard_ground_10
0.01,3092,0,0,3992,hard_ground_10
0.01,3083,0,0,3991,hard_ground_10
0.01,3082,0,0,3995,hard_ground_10
0.01,3082,0,0,3990,hard_ground_10
0.01,3077,0,0,3996,hard_ground_10
0.01,3077,0,0,3991,hard_ground_10
0.01,3073,0,0,3992,hard_ground_10
0.01,3078,0,0,3988,hard_ground_10
0.01,3073,0,0,3991,hard_ground_10
0.01,3068,0,0,3994,hard_ground_10
0.01,3063,0,0,3991,hard_ground_10
0.01,3043,0,0,3988,hard_ground_10
0.01,3059,0,0,3991,hard_ground_10
0.01,3063,0,0,3998,hard_ground_10
0.01,3068,0,0,3995,hard_ground_10
0.01,3072,0,0,3989,hard_ground_10
0.01,3076,0,0,3995,hard_ground_10
0.01,3075,0,0,3996,hard_ground_10
0.01,3081,0,0,3990,hard_ground_10
0.01,3080,0,0,3988,hard_ground_10
0.01,3087,0,0,3992,hard_ground_10
0.01,3080,0,0,3994,hard_ground_10
0.01,3082,0,0,3991,hard_ground_10
0.01,3084,0,0,3987,hard_ground_10
0.01,3084,0,0,3991,hard_ground_10
0.01,3084,0,0,3992,hard_ground_10
0.01,3086,0,0,3988,hard_ground_10
0.01,3089,0,0,3991,hard_ground_10
0.014,3089,0,0,3992,hard_ground_10
0.014,3084,0,0,3990,hard_ground_10
0.014,3077,0,0,3993,hard_ground_10
0.014,3068,0,0,3993,hard_ground_10
0.014,3065,0,0,3986,hard_ground_10
0.014,3065,0,0,3989,hard_ground_10
0.015,3062,0,0,3992,hard_ground_10
0.015,3071,0,0,3991,hard_ground_10
0.015,3066,0,0,3992,hard_ground_10
0.015,3071,0,0,3990,hard_ground_10
0.015,3075,0,0,3992,hard_ground_10
0.015,3081,0,0,3993,hard_ground_10
0.015,3081,0,0,3992,hard_ground_10
0.015,3070,0,0,3990,hard_ground_10
0.015,3085,0,0,3993,hard_ground_10
0.015,3096,0,0,3991,hard_ground_10
0.015,3097,0,0,3995,hard_ground_10
0.015,3097,0,0,3988,hard_ground_10
0.015,3099,0,0,3991,hard_ground_10
0.015,3099,0,0,3993,hard_ground_10
0.015,3101,0,0,3989,hard_ground_10
0.015,3095,0,0,3989,hard_ground_10
0.015,3096,0,0,3998,hard_ground_10
0.015,3092,0,0,3990,hard_ground_10
0.015,3089,0,0,3991,hard_ground_10
0.015,3092,0,0,3993,hard_ground_10
0.015,3090,0,0,3991,hard_ground_10
0.015,3089,0,0,3993,hard_ground_10
0.015,3088,0,0,3993,hard_ground_10
0.015,3087,0,0,3990,hard_ground_10
0.015,3091,0,0,3991,hard_ground_10
0.015,3092,0,0,3993,hard_ground_10
