time,fsr1,fsr2,fsr3,fsr4,label
0.0,0,0,0,3939,hard_ground_2
0.0,0,0,0,3938,hard_ground_2
0.0,0,0,0,3942,hard_ground_2
0.0,0,0,0,3940,hard_ground_2
0.0,0,0,0,3937,hard_ground_2
0.0,0,0,0,3942,hard_ground_2
0.0,0,0,0,3940,hard_ground_2
0.0,0,0,0,3939,hard_ground_2
0.0,0,0,0,3940,hard_ground_2
0.0,0,0,0,3942,hard_ground_2
0.0,0,0,0,3939,hard_ground_2
0.0,0,0,0,3938,hard_ground_2
0.0,0,0,0,3939,hard_ground_2
0.0,0,0,0,3938,hard_ground_2
0.0,0,0,0,3940,hard_ground_2
0.0,0,0,0,3942,hard_ground_2
0.0,0,0,0,3937,hard_ground_2
0.0,0,0,0,3939,hard_ground_2
0.0,0,0,0,3943,hard_ground_2
0.0,0,0,0,3934,hard_ground_2
0.0,0,0,0,3939,hard_ground_2
0.0,0,0,0,3940,hard_ground_2
0.0,0,0,0,3944,hard_ground_2
0.0,0,0,0,3935,hard_ground_2
0.0,0,0,0,3935,hard_ground_2
0.0,0,0,0,3939,hard_ground_2
0.0,0,0,0,3942,hard_ground_2
0.0,0,0,0,3939,hard_ground_2
0.0,0,0,0,3944,hard_ground_2
0.0,0,0,0,3937,hard_ground_2
0.0,0,0,0,3940,hard_ground_2
0.0,0,0,0,3935,hard_ground_2
0.006,0,0,0,3939,hard_ground_2
0.006,0,0,0,3939,hard_ground_2
0.006,0,0,0,3941,hard_ground_2
0.006,0,0,0,3933,hard_ground_2
0.006,0,0,0,3939,hard_ground_2
0.006,0,0,0,3943,hard_ground_2
0.007,0,0,0,3934,hard_ground_2
0.007,0,0,0,3939,hard_ground_2
0.007,0,0,0,3941,hard_ground_2
0.007,0,0,0,3936,hard_ground_2
0.007,0,0,0,3943,hard_ground_2
0.007,0,0,0,3941,hard_ground_2
0.007,0,0,0,3941,hard_ground_2
0.007,0,0,0,3942,hard_ground_2
0.009,0,0,0,3940,hard_ground_2
0.009,0,0,0,3944,hard_ground_2
0.009,0,0,0,3946,hard_ground_2
0.01,0,0,0,3939,hard_ground_2
0.01,0,0,0,3940,hard_ground_2
0.01,0,0,0,3935,hard_ground_2
0.01,0,0,0,3952,hard_ground_2
0.011,0,0,0,3936,hard_ground_2
0.011,0,0,0,3939,hard_ground_2
0.011,0,0,0,3938,hard_ground_2
0.011,0,0,0,3939,hard_ground_2
0.011,0,0,0,3932,hard_ground_2
0.011,0,0,0,3939,hard_ground_2
0.011,0,0,0,3942,hard_ground_2
0.011,0,0,0,3937,hard_ground_2
0.011,0,0,0,3936,hard_ground_2
0.011,0,0,0,3941,hard_ground_2
0.011,0,0,0,3942,hard_ground_2
0.011,0,0,0,3932,hard_ground_2
0.011,0,0,0,3935,hard_ground_2
0.011,0,0,0,3937,hard_ground_2
0.011,0,0,0,3938,hard_ground_2
0.011,0,0,0,3939,hard_ground_2
0.011,0,0,0,3935,hard_ground_2
0.011,0,0,0,3936,hard_ground_2
0.011,0,0,0,3934,hard_ground_2
0.011,0,0,0,3936,hard_ground_2
0.011,0,0,0,3936,hard_ground_2
0.011,0,0,0,3939,hard_ground_2
0.014,0,0,0,3936,hard_ground_2
0.014,0,0,0,3936,hard_ground_2
0.014,0,0,0,3941,hard_ground_2
0.014,0,0,0,3933,hard_ground_2
0.014,0,0,0,3942,hard_ground_2
0.014,0,0,0,3938,hard_ground_2
0.014,0,0,0,3935,hard_ground_2
0.014,0,0,0,3935,hard_ground_2
0.016,0,0,0,3940,hard_ground_2
0.016,0,0,0,3943,hard_ground_2
0.016,0,0,0,3932,hard_ground_2
0.016,0,0,0,3938,hard_ground_2
0.016,0,0,0,3936,hard_ground_2
0.016,0,0,0,3938,hard_ground_2
0.016,0,0,0,3939,hard_ground_2
0.016,0,0,0,3938,hard_ground_2
0.016,0,0,0,3936,hard_ground_2
0.016,0,0,0,3935,hard_ground_2
0.016,0,0,0,3940,hard_ground_2
0.016,0,0,0,3941,hard_ground_2
0.019,0,0,0,3934,hard_ground_2
0.019,0,0,0,3936,hard_ground_2
0.019,0,0,0,3935,hard_ground_2
0.019,0,0,0,3937,hard_ground_2
0.019,0,0,0,3933,hard_ground_2
0.019,0,0,0,3938,hard_ground_2
0.019,0,0,0,3936,hard_ground_2
0.019,0,0,0,3932,hard_ground_2
0.021,0,0,0,3938,hard_ground_2
0.021,0,0,0,3934,hard_ground_2
0.021,0,0,0,3937,hard_ground_2
0.021,0,0,0,3932,hard_ground_2
0.021,0,0,0,3934,hard_ground_2
0.021,0,0,0,3931,hard_ground_2
0.021,0,0,0,3929,hard_ground_2
0.021,0,0,0,3935,hard_ground_2
0.021,0,0,0,3931,hard_ground_2
0.021,0,0,0,3937,hard_ground_2
0.021,0,0,0,3936,hard_ground_2
0.021,0,0,0,3931,hard_ground_2
0.021,0,0,0,3935,hard_ground_2
0.021,0,0,0,3935,hard_ground_2
0.021,0,0,0,3935,hard_ground_2
0.021,0,0,0,3930,hard_ground_2
