time,fsr1,fsr2,fsr3,fsr4,label
0.0,3957,0,3714,0,hard_ground_20
0.0,3954,0,3716,0,hard_ground_20
0.0,3948,0,3717,0,hard_ground_20
0.0,3950,0,3708,0,hard_ground_20
0.0,3948,0,3712,0,hard_ground_20
0.0,3946,0,3709,0,hard_ground_20
0.003,3943,0,3710,0,hard_ground_20
0.003,3941,0,3715,0,hard_ground_20
0.003,3939,0,3710,0,hard_ground_20
0.003,3940,0,3712,0,hard_ground_20
0.003,3946,0,3715,0,hard_ground_20
0.003,3945,0,3708,0,hard_ground_20
0.003,3949,0,3706,0,hard_ground_20
0.003,3951,0,3713,0,hard_ground_20
0.003,3949,0,3719,0,hard_ground_20
0.003,3951,0,3708,0,hard_ground_20
0.003,3951,0,3710,0,hard_ground_20
0.003,3955,0,3709,0,hard_ground_20
0.005,3954,0,3708,0,hard_ground_20
0.012,3954,0,3715,0,hard_ground_20
0.013,3952,0,3709,0,hard_ground_20
0.013,3950,0,3717,0,hard_ground_20
0.013,3952,0,3716,0,hard_ground_20
0.013,3950,0,3713,0,hard_ground_20
0.013,3950,0,3719,0,hard_ground_20
0.013,3948,0,3718,0,hard_ground_20
0.013,3949,0,3720,0,hard_ground_20
0.013,3947,0,3717,0,hard_ground_20
0.013,3947,0,3714,0,hard_ground_20
0.013,3949,0,3717,0,hard_ground_20
0.013,3948,0,3720,0,hard_ground_20
0.013,3952,0,3727,0,hard_ground_20
0.013,3950,0,3720,0,hard_ground_20
0.013,3949,0,3716,0,hard_ground_20
0.013,3950,0,3720,0,hard_ground_20
0.013,3950,0,3709,0,hard_ground_20
0.013,3951,0,3708,0,hard_ground_20
0.013,3950,0,3709,0,hard_ground_20
0.013,3951,0,3718,0,hard_ground_20
0.013,3957,0,3705,0,hard_ground_20
0.013,3953,0,3710,0,hard_ground_20
0.013,3953,0,3707,0,hard_ground_20
0.013,3951,0,3711,0,hard_ground_20
0.013,3950,0,3717,0,hard_ground_20
0.013,3948,0,3708,0,hard_ground_20
0.013,3956,0,3712,0,hard_ground_20
0.013,3948,0,3722,0,hard_ground_20
0.013,3954,0,3711,0,hard_ground_20
0.018,3950,0,3727,0,hard_ground_20
0.018,3942,0,3721,0,hard_ground_20
0.018,3952,0,3720,0,hard_ground_20
0.018,3952,0,3723,0,hard_ground_20
0.018,3950,0,3715,0,hard_ground_20
0.018,3955,0,3721,0,hard_ground_20
0.018,3953,0,3720,0,hard_ground_20
0.018,3947,0,3727,0,hard_ground_20
0.018,3951,0,3723,0,hard_ground_20
0.018,3949,0,3721,0,hard_ground_20
0.018,3948,0,3713,0,hard_ground_20
0.022,3948,0,3715,0,hard_ground_20
0.022,3951,0,3711,0,hard_ground_20
0.022,3951,0,3713,0,hard_ground_20
0.022,3947,0,3713,0,hard_ground_20
0.022,3951,0,3711,0,hard_ground_20
0.022,3946,0,3716,0,hard_ground_20
0.022,3951,0,3720,0,hard_ground_20
0.023,3953,0,3715,0,hard_ground_20
0.023,3949,0,3717,0,hard_ground_20
0.024,3950,0,3721,0,hard_ground_20
0.024,3952,0,3733,0,hard_ground_20
0.024,3952,0,3722,0,hard_ground_20
0.024,3950,0,3723,0,hard_ground_20
0.025,3951,0,3739,0,hard_ground_20
0.025,3954,0,3721,0,hard_ground_20
0.025,3953,0,3729,0,hard_ground_20
0.025,3948,0,3729,0,hard_ground_20
0.025,3952,0,3732,0,hard_ground_20
0.025,3952,0,3725,0,hard_ground_20
0.025,3956,0,3724,0,hard_ground_20
0.025,3952,0,3728,0,hard_ground_20
0.025,3952,0,3726,0,hard_ground_20
0.025,3949,0,3724,0,hard_ground_20
0.025,3951,0,3720,0,hard_ground_20
0.025,3955,0,3716,0,hard_ground_20
0.027,3955,0,3712,0,hard_ground_20
0.027,3956,0,3722,0,hard_ground_20
0.027,3958,0,3723,0,hard_ground_20
0.027,3955,0,3715,0,hard_ground_20
0.027,3962,0,3716,0,hard_ground_20
0.028,3958,0,3719,0,hard_ground_20
0.028,3958,0,3720,0,hard_ground_20
0.028,3960,0,3732,0,hard_ground_20
0.028,3962,0,3728,0,hard_ground_20
0.028,3960,0,3729,0,hard_ground_20
0.028,3958,0,3735,0,hard_ground_20
0.028,3958,0,3738,0,hard_ground_20
0.028,3958,0,3746,0,hard_ground_20
0.028,3958,0,3743,0,hard_ground_20
0.028,3956,0,3738,0,hard_ground_20
0.028,3959,0,3738,0,hard_ground_20
0.028,3947,0,3735,0,hard_ground_20
0.028,3959,0,3732,0,hard_ground_20
0.028,3955,0,3742,0,hard_ground_20
0.028,3952,0,3732,0,hard_ground_20
0.028,3952,0,3731,0,hard_ground_20
0.028,3953,0,3740,0,hard_ground_20
0.028,3947,0,3741,0,hard_ground_20
0.028,3951,0,3742,0,hard_ground_20
0.028,3951,0,3738,0,hard_ground_20
0.028,3954,0,3726,0,hard_ground_20
0.028,3952,0,3731,0,hard_ground_20
0.028,3953,0,3728,0,hard_ground_20
0.028,3954,0,3732,0,hard_ground_20
0.028,3953,0,3733,0,hard_ground_20
0.028,3957,0,3746,0,hard_ground_20
0.028,3964,0,3744,0,hard_ground_20
0.028,3964,0,3743,0,hard_ground_20
0.028,3960,0,3740,0,hard_ground_20
0.028,3963,0,3739,0,hard_ground_20
0.028,3959,0,3736,0,hard_ground_20
0.028,3962,0,3737,0,hard_ground_20
0.028,3961,0,3727,0,hard_ground_20
0.028,3965,0,3744,0,hard_ground_20
0.028,3958,0,3754,0,hard_ground_20
0.033,3955,0,3765,0,hard_ground_20
0.033,3964,0,3745,0,hard_ground_20
0.033,3955,0,3737,0,hard_ground_20
0.033,3956,0,3738,0,hard_ground_20
0.033,3955,0,3739,0,hard_ground_20
0.033,3950,0,3743,0,hard_ground_20
0.033,3948,0,3736,0,hard_ground_20
0.033,3945,0,3736,0,hard_ground_20
0.033,3932,0,3731,0,hard_ground_20
0.035,3930,0,3731,0,hard_ground_20
0.035,3923,0,3731,0,hard_ground_20
0.035,3919,0,3726,0,hard_ground_20
0.035,3923,0,3726,0,hard_ground_20
0.035,3921,0,3732,0,hard_ground_20
0.035,3919,0,3727,0,hard_ground_20
0.035,3919,0,3733,0,hard_ground_20
0.035,3922,0,3733,0,hard_ground_20
0.035,3929,0,3734,0,hard_ground_20
0.035,3939,0,3731,0,hard_ground_20
0.035,3937,0,3736,0,hard_ground_20
0.035,3944,0,3731,0,hard_ground_20
0.035,3949,0,3739,0,hard_ground_20
0.035,3951,0,3733,0,hard_ground_20
0.035,3953,0,3739,0,hard_ground_20
0.035,3950,0,3738,0,hard_ground_20
0.035,3949,0,3741,0,hard_ground_20
0.035,3954,0,3738,0,hard_ground_20
0.035,3950,0,3736,0,hard_ground_20
0.038,3954,0,3735,0,hard_ground_20
0.038,3954,0,3728,0,hard_ground_20
0.038,3952,0,3737,0,hard_ground_20
0.038,3953,0,3731,0,hard_ground_20
0.038,3950,0,3742,0,hard_ground_20
0.038,3949,0,3744,0,hard_ground_20
0.038,3940,0,3737,0,hard_ground_20
0.038,3942,0,3727,0,hard_ground_20
0.038,3939,0,3735,0,hard_ground_20
0.038,3942,0,3730,0,hard_ground_20
0.038,3940,0,3739,0,hard_ground_20
0.038,3938,0,3741,0,hard_ground_20
0.038,3943,0,3738,0,hard_ground_20
0.038,3942,0,3730,0,hard_ground_20
0.038,3937,0,3725,0,hard_ground_20
0.038,3935,0,3718,0,hard_ground_20
0.038,3936,0,3712,0,hard_ground_20
0.038,3936,0,3727,0,hard_ground_20
0.038,3939,0,3734,0,hard_ground_20
0.038,3940,0,3742,0,hard_ground_20
0.038,3944,0,3742,0,hard_ground_20
0.038,3941,0,3734,0,hard_ground_20
0.038,3936,0,3736,0,hard_ground_20
0.038,3927,0,3744,0,hard_ground_20
0.038,3924,0,3733,0,hard_ground_20
0.038,3924,0,3732,0,hard_ground_20
0.042,3920,0,3729,0,hard_ground_20
0.042,3924,0,3739,0,hard_ground_20
0.042,3924,0,3749,0,hard_ground_20
0.042,3927,0,3748,0,hard_ground_20
0.042,3922,0,3745,0,hard_ground_20
0.042,3932,0,3746,0,hard_ground_20
0.042,3934,0,3741,0,hard_ground_20
0.042,3938,0,3736,0,hard_ground_20
0.043,3932,0,3729,0,hard_ground_20
0.043,3940,0,3738,0,hard_ground_20
0.043,3944,0,3729,0,hard_ground_20
0.043,3947,0,3729,0,hard_ground_20
0.043,3950,0,3741,0,hard_ground_20
0.043,3950,0,3735,0,hard_ground_20
0.043,3952,0,3740,0,hard_ground_20
0.043,3954,0,3754,0,hard_ground_20
0.043,3954,0,3741,0,hard_ground_20
0.043,3956,0,3735,0,hard_ground_20
0.043,3959,0,3738,0,hard_ground_20
0.043,3955,0,3747,0,hard_ground_20
0.043,3958,0,3744,0,hard_ground_20
0.043,3956,0,3739,0,hard_ground_20
0.043,3957,0,3741,0,hard_ground_20
0.043,3956,0,3739,0,hard_ground_20
0.043,3955,0,3741,0,hard_ground_20
0.043,3959,0,3744,0,hard_ground_20
0.043,3954,0,3750,0,hard_ground_20
0.043,3957,0,3748,0,hard_ground_20
0.043,3958,0,3748,0,hard_ground_20
0.043,3958,0,3752,0,hard_ground_20
0.043,3958,0,3753,0,hard_ground_20
0.043,3960,0,3755,0,hard_ground_20
0.043,3957,0,3755,0,hard_ground_20
0.043,3959,0,3747,0,hard_ground_20
