time,fsr1,fsr2,fsr3,fsr4,label
0.0,3275,0,0,0,grass_11
0.0,3257,0,0,0,grass_11
0.0,3274,0,0,0,grass_11
0.0,3258,0,0,0,grass_11
0.0,3259,0,0,0,grass_11
0.0,3215,0,0,0,grass_11
0.0,3220,0,0,0,grass_11
0.0,3221,0,0,0,grass_11
0.0,3215,0,0,0,grass_11
0.0,3223,0,0,0,grass_11
0.0,3226,0,0,0,grass_11
0.0,3218,0,0,0,grass_11
0.0,3245,0,0,0,grass_11
0.0,3297,0,0,0,grass_11
0.0,3289,0,0,0,grass_11
0.0,3278,0,0,0,grass_11
0.0,3249,0,0,0,grass_11
0.0,3267,0,0,0,grass_11
0.0,3276,0,0,0,grass_11
0.0,3272,0,0,0,grass_11
0.0,3283,0,0,0,grass_11
0.0,3258,0,0,0,grass_11
0.0,3269,0,0,0,grass_11
0.0,3273,0,0,0,grass_11
0.0,3277,0,0,0,grass_11
0.0,3255,0,0,0,grass_11
0.0,3255,0,0,0,grass_11
0.0,3226,0,0,0,grass_11
0.006,3228,0,0,0,grass_11
0.007,3228,0,0,0,grass_11
0.007,3219,0,0,0,grass_11
0.007,3213,0,0,0,grass_11
0.007,3230,0,0,0,grass_11
0.007,3228,0,0,0,grass_11
0.007,3216,0,0,0,grass_11
0.007,3214,0,0,0,grass_11
0.007,3218,0,0,0,grass_11
0.008,3233,0,0,0,grass_11
0.008,3218,0,0,0,grass_11
0.009,3232,0,0,0,grass_11
0.009,3241,0,0,0,grass_11
0.009,3244,0,0,0,grass_11
0.009,3215,0,0,0,grass_11
0.009,3215,0,0,0,grass_11
0.01,3228,0,0,0,grass_11
0.01,3232,0,0,0,grass_11
0.01,3214,0,0,0,grass_11
0.01,3218,0,0,0,grass_11
0.01,3209,0,0,0,grass_11
0.01,3211,0,0,0,grass_11
0.01,3220,0,0,0,grass_11
0.01,3206,0,0,0,grass_11
0.01,3200,0,0,0,grass_11
0.012,3230,0,0,0,grass_11
0.012,3233,0,0,0,grass_11
0.012,3235,0,0,0,grass_11
0.012,3233,0,0,0,grass_11
0.012,3230,0,0,0,grass_11
0.012,3227,0,0,0,grass_11
0.012,3243,0,0,0,grass_11
0.012,3250,0,0,0,grass_11
0.012,3254,0,0,0,grass_11
0.012,3252,0,0,0,grass_11
0.012,3253,0,0,0,grass_11
0.012,3259,0,0,0,grass_11
0.012,3272,0,0,0,grass_11
0.012,3271,0,0,0,grass_11
0.012,3271,0,0,0,grass_11
0.012,3277,0,0,0,grass_11
0.012,3268,0,0,0,grass_11
0.012,3280,0,0,0,grass_11
0.012,3277,0,0,0,grass_11
0.012,3276,0,0,0,grass_11
0.016,3285,0,0,0,grass_11
0.016,3285,0,0,0,grass_11
0.016,3284,0,0,0,grass_11
0.016,3287,0,0,0,grass_11
0.016,3287,0,0,0,grass_11
0.016,3277,0,0,0,grass_11
0.016,3275,0,0,0,grass_11
0.016,3283,0,0,0,grass_11
0.016,3294,0,0,0,grass_11
0.016,3301,0,0,0,grass_11
0.016,3300,0,0,0,grass_11
0.016,3312,0,0,0,grass_11
0.016,3302,0,0,0,grass_11
0.016,3307,0,0,0,grass_11
0.016,3304,0,0,0,grass_11
0.016,3305,0,0,0,grass_11
0.016,3305,0,0,0,grass_11
0.016,3310,0,0,0,grass_11
0.016,3319,0,0,0,grass_11
0.016,3316,0,0,0,grass_11
0.016,3323,0,0,0,grass_11
0.016,3325,0,0,0,grass_11
0.021,3332,0,0,0,grass_11
0.021,3336,0,0,0,grass_11
0.021,3330,0,0,0,grass_11
0.021,3332,0,0,0,grass_11
0.021,3336,0,0,0,grass_11
0.021,3338,0,0,0,grass_11
0.021,3347,0,0,0,grass_11
0.021,3348,0,0,0,grass_11
0.021,3343,0,0,0,grass_11
0.021,3345,0,0,0,grass_11
0.021,3348,0,0,0,grass_11
0.021,3349,0,0,0,grass_11
0.021,3352,0,0,0,grass_11
0.021,3355,0,0,0,grass_11
0.024,3353,0,0,0,grass_11
0.024,3358,0,0,0,grass_11
0.024,3377,0,0,0,grass_11
0.024,3403,0,0,0,grass_11
0.024,3396,0,0,0,grass_11
0.024,3404,0,0,0,grass_11
0.024,3408,0,0,0,grass_11
0.024,3413,0,0,0,grass_11
0.024,3413,0,0,0,grass_11
0.024,3409,0,0,0,grass_11
0.024,3409,0,0,0,grass_11
0.024,3402,0,0,0,grass_11
0.024,3401,0,0,0,grass_11
0.024,3390,0,0,0,grass_11
0.024,3364,0,0,0,grass_11
0.024,3359,0,0,0,grass_11
0.024,3354,0,0,0,grass_11
0.024,3362,0,0,0,grass_11
0.024,3355,0,0,0,grass_11
0.024,3361,0,0,0,grass_11
0.024,3359,0,0,0,grass_11
0.027,3361,0,0,0,grass_11
0.027,3359,0,0,0,grass_11
0.027,3358,0,0,0,grass_11
0.027,3354,0,0,0,grass_11
0.027,3348,0,0,0,grass_11
0.027,3358,0,0,0,grass_11
0.027,3358,0,0,0,grass_11
0.027,3354,0,0,0,grass_11
0.027,3350,0,0,0,grass_11
0.027,3355,0,0,0,grass_11
0.027,3352,0,0,0,grass_11
0.027,3351,0,0,0,grass_11
0.027,3348,0,0,0,grass_11
0.027,3347,0,0,0,grass_11
0.027,3342,0,0,0,grass_11
0.027,3342,0,0,0,grass_11
0.027,3347,0,0,0,grass_11
0.027,3346,0,0,0,grass_11
0.027,3339,0,0,0,grass_11
0.027,3350,0,0,0,grass_11
0.027,3348,0,0,0,grass_11
0.027,3346,0,0,0,grass_11
0.027,3344,0,0,0,grass_11
0.027,3341,0,0,0,grass_11
0.027,3344,0,0,0,grass_11
0.027,3348,0,0,0,grass_11
0.027,3352,0,0,0,grass_11
0.027,3348,0,0,0,grass_11
0.027,3346,0,0,0,grass_11
0.027,3351,0,0,0,grass_11
0.027,3345,0,0,0,grass_11
0.031,3352,0,0,0,grass_11
0.031,3344,0,0,0,grass_11
0.031,3342,0,0,0,grass_11
0.031,3346,0,0,0,grass_11
0.031,3360,0,0,0,grass_11
0.031,3357,0,0,0,grass_11
0.031,3355,0,0,0,grass_11
0.031,3359,0,0,0,grass_11
0.031,3363,0,0,0,grass_11
0.031,3359,0,0,0,grass_11
0.031,3374,0,0,0,grass_11
0.031,3391,0,0,0,grass_11
0.031,3389,0,0,0,grass_11
0.031,3396,0,0,0,grass_11
0.031,3438,0,0,0,grass_11
0.034,3437,0,0,0,grass_11
0.034,3457,0,0,0,grass_11
0.034,3450,0,0,0,grass_11
0.034,3455,0,0,0,grass_11
0.034,3463,0,0,0,grass_11
0.034,3469,0,0,0,grass_11
0.034,3475,0,0,0,grass_11
0.034,3474,0,0,0,grass_11
0.034,3472,0,0,0,grass_11
0.034,3473,0,0,0,grass_11
0.034,3474,0,0,0,grass_11
0.034,3476,0,0,0,grass_11
0.034,3474,0,0,0,grass_11
0.034,3476,0,0,0,grass_11
0.034,3477,0,0,0,grass_11
0.034,3477,0,0,0,grass_11
0.034,3485,0,0,0,grass_11
0.034,3482,0,0,0,grass_11
0.034,3483,0,0,0,grass_11
0.034,3488,0,0,0,grass_11
0.034,3493,0,0,0,grass_11
0.037,3496,0,0,0,grass_11
0.037,3495,0,0,0,grass_11
