time,fsr1,fsr2,fsr3,fsr4,label
0.0,0,0,0,3968,grass_1
0.0,0,0,0,3968,grass_1
0.0,0,0,0,3969,grass_1
0.0,0,0,0,3966,grass_1
0.0,0,0,0,3968,grass_1
0.0,0,0,0,3971,grass_1
0.0,0,0,0,3969,grass_1
0.0,0,0,0,3967,grass_1
0.0,0,0,0,3967,grass_1
0.0,0,0,0,3966,grass_1
0.0,0,0,0,3970,grass_1
0.0,0,0,0,3969,grass_1
0.0,0,0,0,3969,grass_1
0.0,0,0,0,3969,grass_1
0.0,0,0,0,3970,grass_1
0.0,0,0,0,3968,grass_1
0.0,0,0,0,3969,grass_1
0.0,0,0,0,3965,grass_1
0.0,0,0,0,3963,grass_1
0.0,0,0,0,3964,grass_1
0.0,0,0,0,3963,grass_1
0.0,0,0,0,3964,grass_1
0.0,0,0,0,3961,grass_1
0.0,0,0,0,3968,grass_1
0.0,0,0,0,3965,grass_1
0.0,0,0,0,3968,grass_1
0.0,0,0,0,3967,grass_1
0.0,0,0,0,3966,grass_1
0.006,0,0,0,3964,grass_1
0.006,0,0,0,3970,grass_1
0.006,0,0,0,3966,grass_1
0.006,0,0,0,3971,grass_1
0.006,0,0,0,3966,grass_1
0.007,0,0,0,3969,grass_1
0.007,0,0,0,3964,grass_1
0.007,0,0,0,3967,grass_1
0.007,0,0,0,3968,grass_1
0.007,0,0,0,3965,grass_1
0.007,0,0,0,3965,grass_1
0.008,0,0,0,3968,grass_1
0.008,0,0,0,3971,grass_1
0.008,0,0,0,3965,grass_1
0.008,0,0,0,3968,grass_1
0.008,0,0,0,3963,grass_1
0.008,0,0,0,3968,grass_1
0.008,0,0,0,3967,grass_1
0.008,0,0,0,3970,grass_1
0.008,0,0,0,3969,grass_1
0.008,0,0,0,3966,grass_1
0.008,0,0,0,3969,grass_1
0.008,0,0,0,3969,grass_1
0.008,0,0,0,3969,grass_1
0.008,0,0,0,3971,grass_1
0.01,0,0,0,3969,grass_1
0.01,0,0,0,3969,grass_1
0.01,0,0,0,3972,grass_1
0.01,0,0,0,3967,grass_1
0.01,0,0,0,3967,grass_1
0.01,0,0,0,3968,grass_1
0.01,0,0,0,3965,grass_1
0.01,0,0,0,3968,grass_1
0.01,0,0,0,3968,grass_1
0.01,0,0,0,3965,grass_1
0.01,0,0,0,3970,grass_1
0.01,0,0,0,3969,grass_1
0.01,0,0,0,3969,grass_1
0.01,0,0,0,3972,grass_1
0.01,0,0,0,3968,grass_1
0.01,0,0,0,3969,grass_1
0.01,0,0,0,3969,grass_1
0.01,0,0,0,3972,grass_1
0.01,0,0,0,3971,grass_1
0.01,0,0,0,3965,grass_1
0.01,0,0,0,3973,grass_1
0.01,0,0,0,3968,grass_1
0.01,0,0,0,3971,grass_1
0.01,0,0,0,3968,grass_1
0.01,0,0,0,3967,grass_1
0.01,0,0,0,3970,grass_1
0.01,0,0,0,3965,grass_1
0.01,0,0,0,3965,grass_1
0.01,0,0,0,3967,grass_1
0.01,0,0,0,3968,grass_1
0.01,0,0,0,3967,grass_1
0.01,0,0,0,3964,grass_1
0.01,0,0,0,3972,grass_1
0.01,0,0,0,3970,grass_1
0.01,0,0,0,3976,grass_1
0.016,0,0,0,3970,grass_1
0.016,0,0,0,3968,grass_1
0.016,0,0,0,3971,grass_1
0.016,0,0,0,3977,grass_1
0.016,0,0,0,3969,grass_1
0.016,0,0,0,3971,grass_1
0.016,0,0,0,3969,grass_1
0.016,0,0,0,3972,grass_1
0.016,0,0,0,3971,grass_1
0.016,0,0,0,3970,grass_1
0.016,0,0,0,3970,grass_1
0.016,0,0,0,3969,grass_1
0.016,0,0,0,3973,grass_1
0.016,0,0,0,3967,grass_1
0.016,0,0,0,3959,grass_1
0.016,0,0,0,3971,grass_1
0.016,0,0,0,3968,grass_1
0.016,0,0,0,3971,grass_1
0.016,0,0,0,3970,grass_1
0.016,0,0,0,3968,grass_1
0.016,0,0,0,3967,grass_1
0.016,0,0,0,3965,grass_1
0.016,0,0,0,3969,grass_1
0.016,0,0,0,3964,grass_1
0.016,0,0,0,3971,grass_1
0.016,0,0,0,3968,grass_1
0.016,0,0,0,3967,grass_1
