time,fsr1,fsr2,fsr3,fsr4,label
0.0,0,1534,0,3977,hard
0.0,0,1531,0,3976,hard
0.0,0,1537,0,3979,hard
0.003,0,1569,0,3980,hard
0.003,0,1563,0,3978,hard
0.003,0,1566,0,3977,hard
0.003,0,1570,0,3981,hard
0.003,0,1573,0,3978,hard
0.003,0,1567,0,3977,hard
0.003,0,1558,0,3976,hard
0.003,0,1556,0,3977,hard
0.003,0,1553,0,3981,hard
0.003,0,1555,0,3976,hard
0.003,0,1557,0,3979,hard
0.005,0,1553,0,3983,hard
0.005,0,1555,0,3981,hard
0.005,0,1561,0,3979,hard
0.005,0,1558,0,3982,hard
0.005,0,1570,0,3975,hard
0.005,0,1561,0,3980,hard
0.006,0,1566,0,3981,hard
0.006,0,1562,0,3976,hard
0.007,0,1560,0,3983,hard
0.007,0,1561,0,3977,hard
0.007,0,1559,0,3982,hard
0.007,0,1558,0,3979,hard
0.007,0,1572,0,3976,hard
0.007,0,1580,0,3977,hard
0.007,0,1576,0,3981,hard
0.007,0,1583,0,3978,hard
0.007,0,1585,0,3982,hard
0.007,0,1578,0,3981,hard
0.007,0,1574,0,3979,hard
0.007,0,1580,0,3980,hard
0.007,0,1586,0,3981,hard
0.007,0,1588,0,3978,hard
0.007,0,1587,0,3979,hard
0.007,0,1585,0,3978,hard
0.007,0,1591,0,3980,hard
0.009,0,1591,0,3975,hard
0.009,0,1596,0,3979,hard
0.009,0,1593,0,3979,hard
0.009,0,1592,0,3977,hard
0.009,0,1598,0,3987,hard
0.009,0,1601,0,3986,hard
0.009,0,1600,0,3980,hard
0.01,0,1598,0,3977,hard
0.011,0,1600,0,3979,hard
0.011,0,1592,0,3979,hard
0.011,0,1599,0,3977,hard
0.011,0,1593,0,3975,hard
0.011,0,1591,0,3974,hard
0.011,0,1595,0,3975,hard
0.013,0,1588,0,3978,hard
0.013,0,1600,0,3977,hard
0.013,0,1605,0,3981,hard
0.013,0,1600,0,3980,hard
0.013,0,1593,0,3979,hard
0.013,0,1594,0,3979,hard
0.013,0,1602,0,3979,hard
0.013,0,1601,0,3981,hard
0.013,0,1597,0,3977,hard
0.013,0,1598,0,3982,hard
0.013,0,1610,0,3980,hard
0.015,0,1605,0,3981,hard
0.015,0,1601,0,3978,hard
0.015,0,1584,0,3979,hard
0.015,0,1602,0,3973,hard
0.015,0,1601,0,3982,hard
0.015,0,1602,0,3977,hard
0.016,0,1606,0,3978,hard
0.016,0,1606,0,3978,hard
0.016,0,1607,0,3981,hard
0.016,0,1595,0,3980,hard
0.016,0,1599,0,3978,hard
0.016,0,1600,0,3978,hard
0.016,0,1604,0,3981,hard
0.016,0,1606,0,3977,hard
0.016,0,1599,0,3982,hard
0.016,0,1605,0,3978,hard
0.016,0,1609,0,3979,hard
0.016,0,1609,0,3977,hard
0.016,0,1610,0,3980,hard
0.016,0,1605,0,3981,hard
0.016,0,1605,0,3980,hard
0.016,0,1598,0,3976,hard
0.016,0,1606,0,3981,hard
0.016,0,1597,0,3982,hard
0.016,0,1601,0,3981,hard
0.016,0,1601,0,3988,hard
0.016,0,1602,0,3976,hard
0.016,0,1587,0,3979,hard
0.016,0,1591,0,3979,hard
0.016,0,1597,0,3978,hard
0.016,0,1599,0,3981,hard
0.016,0,1605,0,3976,hard
0.021,0,1596,0,3980,hard
0.021,0,1595,0,3976,hard
0.021,0,1589,0,3984,hard
0.021,0,1596,0,3978,hard
0.021,0,1592,0,3978,hard
0.021,0,1598,0,3982,hard
0.021,0,1603,0,3978,hard
0.021,0,1601,0,3980,hard
0.021,0,1596,0,3983,hard
0.021,0,1594,0,3977,hard
0.021,0,1590,0,3976,hard
0.021,0,1588,0,3981,hard
0.021,0,1590,0,3979,hard
0.021,0,1592,0,3976,hard
0.021,0,1597,0,3978,hard
0.024,0,1594,0,3981,hard
0.024,0,1596,0,3981,hard
0.024,0,1603,0,3979,hard
0.024,0,1594,0,3979,hard
0.024,0,1604,0,3979,hard
0.024,0,1606,0,3983,hard
0.025,0,1606,0,3978,hard
0.025,0,1604,0,3980,hard
0.025,0,1603,0,3979,hard
0.025,0,1596,0,3974,hard
0.025,0,1596,0,3983,hard
0.025,0,1599,0,3980,hard
0.025,0,1597,0,3970,hard
0.025,0,1600,0,3975,hard
0.025,0,1590,0,3980,hard
0.025,0,1580,0,3979,hard
0.025,0,1580,0,3974,hard
0.025,0,1583,0,3980,hard
0.025,0,1583,0,3978,hard
0.025,0,1571,0,3980,hard
0.025,0,1579,0,3976,hard
0.028,0,1575,0,3985,hard
0.028,0,1579,0,3986,hard
0.028,0,1574,0,3976,hard
0.028,0,1587,0,3979,hard
0.028,0,1588,0,3981,hard
0.028,0,1582,0,3981,hard
0.028,0,1580,0,3982,hard
0.028,0,1577,0,3980,hard
0.028,0,1580,0,3979,hard
0.028,0,1571,0,3979,hard
0.028,0,1581,0,3979,hard
0.028,0,1581,0,3980,hard
0.028,0,1568,0,3981,hard
0.03,0,1579,0,3983,hard
0.03,0,1576,0,3986,hard
0.03,0,1584,0,3981,hard
0.03,0,1588,0,3983,hard
0.03,0,1579,0,3978,hard
0.03,0,1522,0,3978,hard
0.03,0,1287,0,3978,hard
0.03,0,1336,0,3978,hard
0.03,0,1233,0,3978,hard
0.03,0,1276,0,3977,hard
0.03,0,1100,0,3980,hard
0.03,0,1450,0,3982,hard
0.03,0,1566,0,3977,hard
0.032,0,1486,0,3978,hard
0.032,0,1544,0,3978,hard
0.032,0,1425,0,3980,hard
0.032,0,1423,0,3974,hard
0.032,0,1508,0,3980,hard
0.032,0,1526,0,3980,hard
0.032,0,1580,0,3980,hard
0.032,0,1474,0,3979,hard
0.032,0,1253,0,3975,hard
0.032,0,1276,0,3982,hard
0.032,0,1444,0,3980,hard
0.032,0,1531,0,3981,hard
0.032,0,1574,0,3980,hard
0.035,0,1572,0,3979,hard
0.035,0,1536,0,3979,hard
0.035,0,1386,0,3983,hard
0.036,0,1384,0,3976,hard
0.036,0,1384,0,3980,hard
0.036,0,1357,0,3980,hard
0.036,0,1366,0,3983,hard
0.036,0,1396,0,3977,hard
0.036,0,1563,0,3980,hard
0.036,0,1556,0,3979,hard
0.036,0,1264,0,3980,hard
0.036,0,1140,0,3983,hard
0.036,0,1276,0,3983,hard
0.036,0,1229,0,3975,hard
0.036,0,1294,0,3985,hard
0.036,0,1304,0,3980,hard
0.036,0,1194,0,3983,hard
0.036,0,1215,0,3978,hard
0.036,0,1121,0,3979,hard
0.036,0,1118,0,3975,hard
0.036,0,1145,0,3978,hard
0.036,0,1158,0,3979,hard
0.036,0,1243,0,3981,hard
0.036,0,1290,0,3980,hard
0.036,0,1234,0,3983,hard
0.036,0,1082,0,3979,hard
0.036,0,0,0,3979,hard
0.036,0,0,0,3983,hard
0.036,0,0,0,3980,hard
0.036,0,0,0,3985,hard
0.036,0,172,0,3979,hard
0.036,0,0,0,3984,hard
0.04,0,0,0,3979,hard
0.04,0,0,0,3979,hard
0.04,0,0,0,3979,hard
0.04,0,0,0,3980,hard
0.041,0,0,0,3980,hard
0.041,0,0,0,3982,hard
0.041,0,0,0,3981,hard
0.041,0,0,0,3975,hard
0.041,0,0,0,3982,hard
0.041,0,0,0,3980,hard
0.042,0,0,0,3980,hard
0.042,0,0,0,3982,hard
0.042,0,0,0,3976,hard
0.042,0,0,0,3981,hard
0.042,0,0,0,3979,hard
0.042,0,0,0,3976,hard
0.042,0,0,0,3978,hard
0.042,0,0,0,3982,hard
0.042,0,0,0,3976,hard
0.042,0,0,0,3980,hard
0.042,0,0,0,3981,hard
0.042,0,0,0,3988,hard
0.042,0,0,0,3981,hard
0.042,0,0,0,3982,hard
0.042,0,0,0,3983,hard
0.042,0,0,0,3981,hard
0.042,0,0,0,3983,hard
0.042,0,0,0,3979,hard
0.042,0,0,0,3985,hard
0.042,0,0,0,3980,hard
0.042,0,0,0,3982,hard
0.042,0,0,0,3975,hard
0.042,0,0,0,3978,hard
0.042,0,0,0,3983,hard
0.042,0,0,0,3983,hard
0.045,0,0,0,3976,hard
0.045,0,0,0,3981,hard
0.045,0,0,0,3980,hard
0.045,0,0,0,3980,hard
0.045,0,0,0,3978,hard
0.045,0,0,0,3979,hard
0.045,0,0,0,3980,hard
0.045,0,0,0,3981,hard
0.045,0,0,0,3982,hard
0.045,0,0,0,3980,hard
0.045,0,0,0,3978,hard
0.045,0,0,0,3981,hard
0.045,0,0,0,3977,hard
0.045,0,0,0,3983,hard
0.045,0,0,0,3978,hard
0.045,0,0,0,3978,hard
0.045,0,0,0,3978,hard
0.045,0,0,0,3976,hard
0.045,0,0,0,3973,hard
0.045,0,0,0,3981,hard
0.048,0,0,0,3981,hard
0.048,0,0,0,3978,hard
0.048,0,0,0,3982,hard
0.049,0,0,0,3980,hard
0.049,0,0,0,3977,hard
0.049,0,0,0,3980,hard
0.049,0,0,0,3979,hard
0.049,0,0,0,3982,hard
0.049,0,0,0,3979,hard
0.049,0,0,0,3981,hard
0.049,0,0,0,3987,hard
0.05,0,0,0,3979,hard
0.05,0,0,0,3975,hard
0.05,0,0,0,3982,hard
0.05,0,0,0,3981,hard
0.05,0,0,0,3981,hard
0.05,0,0,0,3980,hard
0.05,0,0,0,3980,hard
0.05,0,0,0,3982,hard
0.05,0,0,0,3983,hard
0.05,0,0,0,3979,hard
0.05,0,0,0,3975,hard
0.05,0,0,0,3982,hard
0.05,0,0,0,3978,hard
0.05,0,0,0,3982,hard
0.05,0,0,0,3980,hard
0.05,0,0,0,3978,hard
0.05,0,0,0,3980,hard
0.05,0,0,0,3981,hard
0.05,0,0,0,3980,hard
0.05,0,0,0,3984,hard
0.05,0,0,0,3981,hard
0.05,0,0,0,3983,hard
0.05,0,0,0,3980,hard
0.05,0,0,0,3984,hard
0.05,0,0,0,3980,hard
0.05,0,0,0,3984,hard
0.05,0,0,0,3975,hard
0.05,0,0,0,3980,hard
0.05,0,0,0,3977,hard
0.05,0,0,0,3981,hard
0.05,0,0,0,3982,hard
0.05,0,0,0,3978,hard
0.055,0,714,0,3977,hard
0.055,0,988,0,3978,hard
0.055,0,1108,0,3984,hard
0.055,0,1199,0,3980,hard
0.055,0,1243,0,3985,hard
0.056,0,1283,0,3979,hard
0.056,0,1295,0,3981,hard
0.056,0,1309,0,3980,hard
0.056,0,1321,0,3982,hard
0.056,0,1319,0,3976,hard
0.056,0,1354,0,3985,hard
0.056,0,1372,0,3980,hard
0.056,0,1360,0,3977,hard
0.056,0,1435,0,3983,hard
0.056,0,1483,0,3979,hard
0.056,0,1494,0,3979,hard
0.056,0,1483,0,3981,hard
0.056,0,1487,0,3983,hard
0.056,0,1489,0,3982,hard
0.056,0,1505,0,3978,hard
0.056,0,1508,0,3981,hard
0.056,0,1494,0,3982,hard
0.056,0,1504,0,3982,hard
0.056,0,1512,0,3985,hard
0.056,0,1507,0,3983,hard
0.056,0,1520,0,3983,hard
0.056,0,1518,0,3980,hard
0.056,0,1512,0,3978,hard
0.056,0,1535,0,3979,hard
0.056,0,1540,0,3979,hard
0.056,0,1544,0,3977,hard
0.06,0,1550,0,3980,hard
0.06,0,1539,0,3980,hard
0.06,0,1535,0,3985,hard
0.06,0,1550,0,3980,hard
0.06,0,1555,0,3977,hard
0.06,0,1557,0,3981,hard
0.06,0,1556,0,3987,hard
0.06,0,1549,0,3987,hard
0.06,0,1545,0,3982,hard
0.06,0,1545,0,3981,hard
0.06,0,1553,0,3979,hard
0.06,0,1556,0,3983,hard
0.062,0,1550,0,3978,hard
0.062,0,1550,0,3982,hard
0.062,0,1552,0,3979,hard
0.062,0,1553,0,3981,hard
0.062,0,1539,0,3983,hard
0.062,0,1550,0,3978,hard
0.062,0,1566,0,3977,hard
0.062,0,1568,0,3980,hard
0.062,0,1572,0,3980,hard
0.062,0,1579,0,3978,hard
0.062,0,1578,0,3979,hard
0.062,0,1575,0,3981,hard
0.062,0,1588,0,3983,hard
0.062,0,1585,0,3982,hard
0.062,0,1582,0,3981,hard
0.062,0,1585,0,3982,hard
0.062,0,1584,0,3981,hard
0.062,0,1581,0,3979,hard
0.065,0,1575,0,3982,hard
0.065,0,1570,0,3980,hard
0.065,0,1570,0,3985,hard
0.065,0,1555,0,3980,hard
0.065,0,1553,0,3982,hard
0.065,0,1548,0,3984,hard
0.065,0,1549,0,3981,hard
0.065,0,1570,0,3981,hard
0.065,0,1578,0,3985,hard
0.065,0,1585,0,3979,hard
0.065,0,1588,0,3979,hard
0.065,0,1588,0,3979,hard
0.065,0,1584,0,3978,hard
0.065,0,1590,0,3981,hard
0.065,0,1596,0,3980,hard
0.065,0,1592,0,3982,hard
0.065,0,1588,0,3979,hard
0.065,0,1590,0,3979,hard
0.065,0,1590,0,3980,hard
0.065,0,1588,0,3981,hard
0.065,0,1590,0,3978,hard
0.065,0,1587,0,3979,hard
0.065,0,1582,0,3980,hard
0.065,0,1587,0,3979,hard
0.065,0,1585,0,3982,hard
