time,fsr1,fsr2,fsr3,fsr4,label
0.0,0,0,0,3968,grass
0.0,0,0,0,3968,grass
0.0,0,0,0,3969,grass
0.0,0,0,0,3966,grass
0.0,0,0,0,3968,grass
0.0,0,0,0,3971,grass
0.0,0,0,0,3969,grass
0.0,0,0,0,3967,grass
0.0,0,0,0,3967,grass
0.0,0,0,0,3966,grass
0.0,0,0,0,3970,grass
0.0,0,0,0,3969,grass
0.0,0,0,0,3969,grass
0.0,0,0,0,3969,grass
0.0,0,0,0,3970,grass
0.0,0,0,0,3968,grass
0.0,0,0,0,3969,grass
0.0,0,0,0,3965,grass
0.0,0,0,0,3963,grass
0.0,0,0,0,3964,grass
0.0,0,0,0,3963,grass
0.0,0,0,0,3964,grass
0.0,0,0,0,3961,grass
0.0,0,0,0,3968,grass
0.0,0,0,0,3965,grass
0.0,0,0,0,3968,grass
0.0,0,0,0,3967,grass
0.0,0,0,0,3966,grass
0.006,0,0,0,3964,grass
0.006,0,0,0,3970,grass
0.006,0,0,0,3966,grass
0.006,0,0,0,3971,grass
0.006,0,0,0,3966,grass
0.007,0,0,0,3969,grass
0.007,0,0,0,3964,grass
0.007,0,0,0,3967,grass
0.007,0,0,0,3968,grass
0.007,0,0,0,3965,grass
0.007,0,0,0,3965,grass
0.008,0,0,0,3968,grass
0.008,0,0,0,3971,grass
0.008,0,0,0,3965,grass
0.008,0,0,0,3968,grass
0.008,0,0,0,3963,grass
0.008,0,0,0,3968,grass
0.008,0,0,0,3967,grass
0.008,0,0,0,3970,grass
0.008,0,0,0,3969,grass
0.008,0,0,0,3966,grass
0.008,0,0,0,3969,grass
0.008,0,0,0,3969,grass
0.008,0,0,0,3969,grass
0.008,0,0,0,3971,grass
0.01,0,0,0,3969,grass
0.01,0,0,0,3969,grass
0.01,0,0,0,3972,grass
0.01,0,0,0,3967,grass
0.01,0,0,0,3967,grass
0.01,0,0,0,3968,grass
0.01,0,0,0,3965,grass
0.01,0,0,0,3968,grass
0.01,0,0,0,3968,grass
0.01,0,0,0,3965,grass
0.01,0,0,0,3970,grass
0.01,0,0,0,3969,grass
0.01,0,0,0,3969,grass
0.01,0,0,0,3972,grass
0.01,0,0,0,3968,grass
0.01,0,0,0,3969,grass
0.01,0,0,0,3969,grass
0.01,0,0,0,3972,grass
0.01,0,0,0,3971,grass
0.01,0,0,0,3965,grass
0.01,0,0,0,3973,grass
0.01,0,0,0,3968,grass
0.01,0,0,0,3971,grass
0.01,0,0,0,3968,grass
0.01,0,0,0,3967,grass
0.01,0,0,0,3970,grass
0.01,0,0,0,3965,grass
0.01,0,0,0,3965,grass
0.01,0,0,0,3967,grass
0.01,0,0,0,3968,grass
0.01,0,0,0,3967,grass
0.01,0,0,0,3964,grass
0.01,0,0,0,3972,grass
0.01,0,0,0,3970,grass
0.01,0,0,0,3976,grass
0.016,0,0,0,3970,grass
0.016,0,0,0,3968,grass
0.016,0,0,0,3971,grass
0.016,0,0,0,3977,grass
0.016,0,0,0,3969,grass
0.016,0,0,0,3971,grass
0.016,0,0,0,3969,grass
0.016,0,0,0,3972,grass
0.016,0,0,0,3971,grass
0.016,0,0,0,3970,grass
0.016,0,0,0,3970,grass
0.016,0,0,0,3969,grass
0.016,0,0,0,3973,grass
0.016,0,0,0,3967,grass
0.016,0,0,0,3959,grass
0.016,0,0,0,3971,grass
0.016,0,0,0,3968,grass
0.016,0,0,0,3971,grass
0.016,0,0,0,3970,grass
0.016,0,0,0,3968,grass
0.016,0,0,0,3967,grass
0.016,0,0,0,3965,grass
0.016,0,0,0,3969,grass
0.016,0,0,0,3964,grass
0.016,0,0,0,3971,grass
0.016,0,0,0,3968,grass
0.016,0,0,0,3967,grass
0.016,0,0,0,3970,grass
0.016,0,0,0,3964,grass
0.016,0,0,0,3973,grass
0.02,0,0,0,3969,grass
0.02,0,0,0,3970,grass
0.02,0,0,0,3972,grass
0.02,0,0,0,3971,grass
0.02,0,0,0,3971,grass
0.02,0,0,0,3966,grass
0.02,0,0,0,3964,grass
0.02,0,0,0,3969,grass
0.02,0,0,0,3967,grass
0.02,0,0,0,3968,grass
0.02,0,0,0,3975,grass
0.02,0,0,0,3968,grass
0.02,0,0,0,3970,grass
0.02,0,0,0,3970,grass
0.02,0,0,0,3966,grass
0.02,0,0,0,3970,grass
0.02,0,0,0,3969,grass
0.02,0,0,0,3970,grass
0.02,0,0,0,3961,grass
0.02,0,0,0,3964,grass
0.02,0,0,0,3970,grass
0.02,0,0,0,3968,grass
0.02,0,0,0,3964,grass
0.02,0,0,0,3965,grass
0.02,0,0,0,3969,grass
0.02,0,0,0,3970,grass
0.02,0,0,0,3974,grass
0.02,0,0,0,3970,grass
0.02,0,0,0,3967,grass
0.02,0,0,0,3962,grass
0.02,0,0,0,3969,grass
0.02,0,0,0,3964,grass
0.02,0,0,0,3969,grass
0.02,0,0,0,3969,grass
0.02,0,0,0,3969,grass
0.02,0,0,0,3960,grass
0.026,0,0,0,3971,grass
0.026,0,0,0,3970,grass
0.026,0,0,0,3970,grass
0.026,0,0,0,3969,grass
0.026,0,0,0,3970,grass
0.027,0,0,0,3967,grass
0.027,0,0,0,3966,grass
0.027,0,0,0,3972,grass
0.027,0,0,0,3968,grass
0.027,0,0,0,3964,grass
0.027,0,0,0,3971,grass
0.027,0,0,0,3968,grass
0.027,0,0,0,3969,grass
0.027,0,0,0,3964,grass
0.027,0,0,0,3960,grass
0.027,0,0,0,3967,grass
0.027,0,0,0,3973,grass
0.027,0,0,0,3966,grass
0.027,0,0,0,3969,grass
