time,fsr1,fsr2,fsr3,fsr4,label
0.0,3836,0,0,0,grass
0.0,3835,0,0,0,grass
0.0,3838,0,0,0,grass
0.0,3842,0,0,0,grass
0.0,3838,0,0,0,grass
0.0,3840,0,0,0,grass
0.0,3841,0,0,0,grass
0.002,3844,0,0,0,grass
0.002,3845,0,0,0,grass
0.002,3840,0,0,0,grass
0.002,3843,0,0,0,grass
0.002,3838,0,0,0,grass
0.002,3836,0,0,0,grass
0.002,3841,0,0,0,grass
0.002,3840,0,0,0,grass
0.002,3841,0,0,0,grass
0.002,3840,0,0,0,grass
0.002,3841,0,0,0,grass
0.002,3840,0,0,0,grass
0.004,3838,0,0,0,grass
0.004,3835,0,0,0,grass
0.004,3840,0,0,0,grass
0.004,3840,0,0,0,grass
0.004,3840,0,0,0,grass
0.005,3841,0,0,0,grass
0.005,3840,0,0,0,grass
0.009,3840,0,0,0,grass
0.009,3841,0,0,0,grass
0.009,3839,0,0,0,grass
0.009,3837,0,0,0,grass
0.009,3843,0,0,0,grass
0.009,3839,0,0,0,grass
0.009,3842,0,0,0,grass
0.009,3841,0,0,0,grass
0.009,3842,0,0,0,grass
0.009,3841,0,0,0,grass
0.01,3838,0,0,0,grass
0.01,3839,0,0,0,grass
0.01,3846,0,0,0,grass
0.01,3842,0,0,0,grass
0.01,3841,0,0,0,grass
0.01,3839,0,0,0,grass
0.01,3838,0,0,0,grass
0.01,3839,0,0,0,grass
0.01,3842,0,0,0,grass
0.01,3840,0,0,0,grass
0.01,3840,0,0,0,grass
0.01,3843,0,0,0,grass
0.01,3843,0,0,0,grass
0.01,3842,0,0,0,grass
0.014,3846,0,0,0,grass
0.014,3839,0,0,0,grass
0.014,3841,0,0,0,grass
0.014,3841,0,0,0,grass
0.014,3842,0,0,0,grass
0.014,3842,0,0,0,grass
0.014,3839,0,0,0,grass
0.014,3842,0,0,0,grass
0.015,3841,0,0,0,grass
0.015,3842,0,0,0,grass
0.015,3836,0,0,0,grass
0.015,3843,0,0,0,grass
0.015,3842,0,0,0,grass
0.015,3839,0,0,0,grass
0.015,3842,0,0,0,grass
0.015,3838,0,0,0,grass
0.015,3835,0,0,0,grass
0.015,3833,0,0,0,grass
0.015,3828,0,0,0,grass
0.015,3830,0,0,0,grass
0.015,3829,0,0,0,grass
0.015,3832,0,0,0,grass
0.015,3830,0,0,0,grass
0.015,3832,0,0,0,grass
0.015,3819,0,0,0,grass
0.015,3825,0,0,0,grass
0.015,3819,0,0,0,grass
0.015,3819,0,0,0,grass
0.015,3819,0,0,0,grass
0.015,3820,0,0,0,grass
0.015,3815,0,0,0,grass
0.015,3812,0,0,0,grass
0.015,3819,0,0,0,grass
0.015,3813,0,0,0,grass
0.015,3810,0,0,0,grass
0.015,3810,0,0,0,grass
0.015,3806,0,0,0,grass
0.015,3804,0,0,0,grass
0.015,3807,0,0,0,grass
0.019,3806,0,0,0,grass
0.019,3805,0,0,0,grass
0.019,3803,0,0,0,grass
0.019,3805,0,0,0,grass
0.02,3807,0,0,0,grass
0.02,3817,0,0,0,grass
0.02,3815,0,0,0,grass
0.02,3814,0,0,0,grass
0.02,3820,0,0,0,grass
0.02,3821,0,0,0,grass
0.02,3818,0,0,0,grass
0.02,3820,0,0,0,grass
0.02,3816,0,0,0,grass
0.02,3810,0,0,0,grass
0.02,3816,0,0,0,grass
0.02,3816,0,0,0,grass
0.02,3815,0,0,0,grass
0.02,3816,0,0,0,grass
0.02,3811,0,0,0,grass
0.02,3809,0,0,0,grass
0.02,3808,0,0,0,grass
0.02,3807,0,0,0,grass
0.02,3808,0,0,0,grass
0.02,3805,0,0,0,grass
0.02,3801,0,0,0,grass
0.02,3796,0,0,0,grass
0.02,3794,0,0,0,grass
0.02,3790,0,0,0,grass
0.02,3784,0,0,0,grass
0.02,3781,0,0,0,grass
0.02,3770,0,0,0,grass
0.02,3766,0,0,0,grass
0.02,3767,0,0,0,grass
0.02,3761,0,0,0,grass
0.02,3762,0,0,0,grass
0.02,3759,0,0,0,grass
0.02,3772,0,0,0,grass
0.02,3771,0,0,0,grass
0.02,3787,0,0,0,grass
0.02,3793,0,0,0,grass
0.02,3800,0,0,0,grass
0.02,3803,0,0,0,grass
0.02,3805,0,0,0,grass
0.02,3805,0,0,0,grass
0.02,3806,0,0,0,grass
0.02,3807,0,0,0,grass
0.02,3806,0,0,0,grass
0.025,3805,0,0,0,grass
0.025,3806,0,0,0,grass
0.025,3809,0,0,0,grass
0.025,3810,0,0,0,grass
0.026,3812,0,0,0,grass
0.026,3814,0,0,0,grass
0.026,3814,0,0,0,grass
0.027,3820,0,0,0,grass
0.027,3821,0,0,0,grass
0.027,3827,0,0,0,grass
0.027,3829,0,0,0,grass
0.027,3838,0,0,0,grass
0.027,3837,0,0,0,grass
0.027,3845,0,0,0,grass
0.027,3843,0,0,0,grass
0.027,3842,0,0,0,grass
0.027,3843,0,0,0,grass
0.027,3844,0,0,0,grass
0.027,3840,0,0,0,grass
0.027,3838,0,0,0,grass
0.027,3836,0,0,0,grass
0.027,3834,0,0,0,grass
0.027,3833,0,0,0,grass
0.027,3835,0,0,0,grass
0.027,3833,0,0,0,grass
0.027,3833,0,0,0,grass
0.027,3832,0,0,0,grass
0.027,3832,0,0,0,grass
0.027,3834,0,0,0,grass
0.027,3838,0,0,0,grass
0.027,3841,0,0,0,grass
0.027,3842,0,0,0,grass
0.027,3845,0,0,0,grass
0.03,3844,0,0,0,grass
0.03,3842,0,0,0,grass
0.03,3847,0,0,0,grass
0.03,3848,0,0,0,grass
0.03,3847,0,0,0,grass
0.03,3844,0,0,0,grass
0.03,3849,0,0,0,grass
0.03,3844,0,0,0,grass
0.03,3844,0,0,0,grass
0.03,3844,0,0,0,grass
0.03,3841,0,0,0,grass
0.03,3847,0,0,0,grass
0.03,3833,0,0,0,grass
0.03,3833,0,0,0,grass
0.03,3835,0,0,0,grass
0.03,3827,0,0,0,grass
0.03,3831,0,0,0,grass
0.03,3830,0,0,0,grass
0.03,3831,0,0,0,grass
0.03,3829,0,0,0,grass
0.03,3827,0,0,0,grass
0.03,3833,0,0,0,grass
0.033,3834,0,0,0,grass
0.033,3839,0,0,0,grass
0.033,3840,0,0,0,grass
0.033,3835,0,0,0,grass
0.033,3842,0,0,0,grass
0.033,3843,0,0,0,grass
0.033,3840,0,0,0,grass
0.033,3838,0,0,0,grass
0.033,3841,0,0,0,grass
0.033,3833,0,0,0,grass
